OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3403402,T20130019965,ABS to receive accident,Finished,28/9/2013,09.00.00,No,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,45649,144.96533,-37.74858,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2496944.669,2416928.755,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403403,T20130019966,ABS to receive accident,Finished,28/9/2013,13.20.00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,38965,145.04082,-37.82952,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2503593.834,2407945.253,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403404,T20130019967,ABS to receive accident,Finished,28/9/2013,12.20.00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,36017,144.97487,-37.75667,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2497785.486,2416031.228,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403405,T20130019979,ABS to receive accident,Finished,28/9/2013,16.30.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,29720,145.27632,-37.99092,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2524272.743,2389996.817,2,1,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3403406,T20130019983,ABS to receive accident,Finished,28/9/2013,17.00.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,No,T intersection,Serious injury accident,60 km/hr,No,509,145.21664,-37.8172,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2519074.361,2409291.425,3,1,0,1,0,2,3,0,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,"Freeway,Arterial Highway",Divided,Div,Metro
3403407,T20130019987,ABS to receive accident,Finished,28/9/2013,14.00.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,39063,145.06069,-37.81037,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2505343.953,2410069.464,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403408,T20130020368,ABS to receive accident,Finished,30/8/2013,08.15.00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,Not known,No,36212,145.31264,-37.99668,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2527461.278,2389347.821,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,Div,Metro
3403409,T20130020369,ABS to receive accident,Finished,3/10/2013,11.05.00,No,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,127716,145.29298,-37.90723,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2525764.533,2399281.537,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"YARRA RANGES,KNOX",METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403410,T20130020371,ABS to receive accident,Finished,3/10/2013,11.14.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,264444,145.7238,-38.51054,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,2563141.81,2332108.298,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3403411,T20130020373,ABS to receive accident,Finished,2/10/2013,16.10.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,60 km/hr,No,11521,145.03006,-37.79215,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2502647.557,2412093.346,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3403412,T20130020374,ABS to receive accident,Finished,29/9/2013,09.20.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,54468,147.08309,-37.96411,Intersection,WELLINGTON,EASTERN REGION,2683035.685,2391005.123,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,TOWNS,TOWNS,WELLINGTON,"EASTERN REGION,EASTERN REGION",A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3403413,T20130020375,ABS to receive accident,Finished,2/10/2013,19.00.00,Yes,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,15435,144.34241,-38.19567,Intersection,GEELONG,SOUTH WESTERN REGION,2442392.544,2367105.562,4,2,0,0,2,2,3,1,0,0,4,0,0,0,0,0,0,0,0,0,Yes,0,4,0,4,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
3403414,T20130020376,ABS to receive accident,Finished,29/9/2013,16.00.00,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,No,Not at intersection,Serious injury accident,Not known,Yes,264419,144.11305,-38.33081,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2422440.146,2351940.831,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,SURF COAST,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403415,T20130020377,ABS to receive accident,Finished,3/10/2013,13.15.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,265950,145.13105,-37.78745,Non-Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2511542.968,2412606.995,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3403416,T20130020378,ABS to receive accident,Finished,3/10/2013,13.37.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,42232,145.05403,-37.96037,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2504748.272,2393421.138,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3403417,T20130020380,ABS to receive accident,Finished,3/10/2013,11.40.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,37735,144.99849,-37.85255,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499867.113,2405390.07,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,0,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,,,,,Metro
3403418,T20130020381,ABS to receive accident,Finished,3/10/2013,12.10.00,No,No collision and no object struck,Thursday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,263821,144.96625,-37.80702,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497028.117,2410443.24,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,No,0,2,0,0,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3403419,T20130020395,ABS to receive accident,Finished,2/10/2013,18.50.00,Yes,Collision with vehicle,Wednesday,OTHER ADJACENT (INTERSECTIONS ONLY),No,Dusk/Dawn,No,Cross intersection,Other injury accident,60 km/hr,No,27584,144.6136,-37.88768,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2466011.285,2401422.417,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403420,T20130020396,ABS to receive accident,Finished,7/9/2013,11.50.00,No,Collision with vehicle,Saturday,LEAVING PARKING,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,264079,144.81889,-37.86199,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2484063.808,2404327.136,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403421,T20130019095,ABS to receive accident,Finished,16/9/2013,20.30.00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Other injury accident,Not known,No,42608,145.19549,-37.92313,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2517187.5,2397538.89,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Metro
3403422,T20130019098,ABS to receive accident,Finished,16/9/2013,11.20.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Multiple intersection,Other injury accident,60 km/hr,No,1342,144.93607,-37.75215,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2494366.298,2416531.78,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,M,M,Freeway,"Freeway,Local Road,Arterial Other",Undivided,Undiv,Metro
3403423,T20130019101,ABS to receive accident,Finished,16/9/2013,19.10.00,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,264214,144.86297,-37.79419,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2487931.552,2411858.612,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403424,T20130019105,ABS to receive accident,Finished,16/9/2013,23.40.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80 km/hr,Yes,34970,145.11366,-37.68942,Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2510024.19,2423489.125,2,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,,,,,Metro
3403425,T20130019106,ABS to receive accident,Finished,16/9/2013,22.40.00,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Not known,Dark Street lights on,Yes,Not at intersection,Other injury accident,70 km/hr,Yes,263551,145.12218,-37.77871,Non-Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2510763.224,2413578.889,2,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3403426,T20130019107,ABS to receive accident,Finished,10/9/2013,16.55.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Serious injury accident,60 km/hr,No,47422,144.90051,-37.74059,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2491231.251,2417811.347,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403427,T20130019114,ABS to receive accident,Finished,16/9/2013,13.15.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,263552,143.276,-36.13896,Non-Intersection,BULOKE,NORTHERN REGION,2344845.498,2594133.897,2,2,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BULOKE,NORTHERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3403428,T20130019116,ABS to receive accident,Finished,17/9/2013,06.30.00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dusk/Dawn,Yes,T intersection,Other injury accident,80 km/hr,No,263575,142.06181,-37.73796,Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,2241075.085,2414112.356,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,TOWNS,TOWNS,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403429,T20130019118,ABS to receive accident,Finished,27/8/2013,22.30.00,Yes,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights off,No,Cross intersection,Other injury accident,60 km/hr,No,42394,145.1163,-37.94294,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2510222.84,2395351.235,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403430,T20130019120,ABS to receive accident,Finished,17/9/2013,08.55.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,263576,144.25342,-36.72311,Intersection,BENDIGO,NORTHERN REGION,2433315.297,2530461.649,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3403431,T20130019123,ABS to receive accident,Finished,14/9/2013,11.45.00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,263683,145.22123,-37.98258,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2519435.419,2390935.199,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,No,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Undivided,Undiv,Metro
3403432,T20130019124,ABS to receive accident,Finished,17/9/2013,11.50.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,235110,145.01684,-37.91464,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2501480.532,2398498.62,3,1,0,1,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Metro
3403433,T20130019125,ABS to receive accident,Finished,16/9/2013,18.30.00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights unknown,No,T intersection,Other injury accident,Not known,No,42607,145.19106,-37.95984,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2516789.914,2393464.443,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403434,T20130019533,ABS to receive accident,Finished,20/9/2013,11.05.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,Not known,Yes,264108,144.87336,-37.78952,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2488845.873,2412378.549,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3403435,T20130019534,ABS to receive accident,Finished,22/9/2013,09.30.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,90 km/hr,No,264088,145.50839,-37.775,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2544786.293,2413877.563,4,4,1,3,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Metro
3403436,T20130019535,ABS to receive accident,Finished,20/9/2013,13.05.00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,36606,145.16537,-37.85449,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2514552.961,2405162.236,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3403437,T20130019539,ABS to receive accident,Finished,22/9/2013,16.09.00,Yes,Collision with vehicle,Sunday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,263777,144.98506,-37.84553,Non-Intersection,STONNINGTON,METROPOLITAN NORTH WEST REGION,2498684.73,2406169.169,3,1,0,1,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,"STONNINGTON,MELBOURNE","METROPOLITAN NORTH WEST REGION,METROPOLITAN SOUTH EAST REGION",,,Arterial Highway,Arterial Highway,Undivided,Undiv,Metro
3403438,T20130019542,ABS to receive accident,Finished,22/9/2013,16.30.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,267019,145.00262,-37.84034,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2500230.612,2406745.261,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403439,T20130019543,ABS to receive accident,Finished,16/9/2013,17.45.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,70 km/hr,No,29486,144.99745,-37.7446,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2499775.487,2417370.77,4,1,0,0,1,3,3,1,0,2,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,Div,Metro
3403440,T20130019544,ABS to receive accident,Finished,18/9/2013,18.30.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,57284,146.321,-36.35805,Intersection,WANGARATTA,NORTH EASTERN REGION,2618551.319,2570406.069,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,WANGARATTA,NORTH EASTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
3403441,T20130019545,ABS to receive accident,Finished,22/9/2013,16.15.00,Yes,Collision with vehicle,Sunday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,263651,144.84681,-37.81617,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2486511.937,2409416.997,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3403442,T20130019546,ABS to receive accident,Finished,22/9/2013,17.20.00,Yes,Collision with vehicle,Sunday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,No,T intersection,Other injury accident,60 km/hr,No,46390,144.98081,-37.88517,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2498311.746,2401769.594,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3403443,T20130019550,ABS to receive accident,Finished,23/9/2013,00.25.00,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,Yes,29977,144.28347,-36.75017,Intersection,BENDIGO,NORTHERN REGION,2436022.398,2527479.722,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Divided,"Div,Undiv",Country
3403444,T20130019552,ABS to receive accident,Finished,17/9/2013,15.50.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,264402,145.23414,-37.96649,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2520574.31,2392718.43,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3403445,T20130019558,ABS to receive accident,Finished,23/9/2013,07.00.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,263680,144.90148,-37.73527,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2491316.396,2418402.453,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
